input_text,target_text
vi: ông chủ tôi đổi cà vạt mỗi ngày .,vsl: ông chủ tôi đổi cà vạt ngày .
vi: nguyên nhân của vụ tai nạn là gì ?,vsl: nguyên nhân vụ tai nạn là gì ?
vi: các Công viên ở Washington DC đang được chăm sóc tốt phải không ?,vsl: Công viên ở Washington DC được chăm sóc tốt phải không ?
vi: tôi đã cố gắng hết sức nhưng vẫn trượt trong bài thi .,vsl: tôi cố gắng hết sức nhưng trượt trong bài thi .
vi: là nó sao ?,vsl: là nó sao ?
vi: rất vui được nghe điều đó .,vsl: rất vui được nghe điều đó .
vi: Chúng ta hãy lái xe xuống San Jose và ghé thăm các khu vườn Nhật Bản ở đó .,vsl: Chúng ta lái xe xuống San Jose và ghé thăm khu vườn Nhật Bản ở đó .
vi: cái này là của tôi .,vsl: cái này là tôi .
vi: Cathy rất giỏi khắc gỗ .,vsl: Cathy rất giỏi khắc gỗ .
vi: bạn nhận được thư đăng ký của anh ấy chưa ?,vsl: bạn nhận được thư đăng ký anh chưa ?
vi: Loretta thực hiện mọi nỗ lực để giành chiến thắng trong cuộc thi nói .,vsl: Loretta thực hiện nỗ lực giành chiến thắng trong cuộc thi nói .
vi: chúng ta hãy đi câu cá hồi trên sông .,vsl: chúng ta đi câu cá hồi trên sông .
vi: tôi cược bạn đúng .,vsl: tôi cược bạn đúng .
vi: sự nhận thức của bạn khá tuyệt vời .,vsl: sự nhận thức bạn khá tuyệt vời .
vi: bạn vui lòng ghi lời nhắn này cho ông Dean Smith được không ?,vsl: bạn vui lòng ghi lời nhắn này cho ông Dean Smith được không ?
vi: Tôi sẽ chở bạn đến Twin Peaks chiều nay .,vsl: Tôi chở bạn đến Twin Peaks chiều nay .
"vi: Bạn có thể đi với tôi không , Michiko ?",vsl: Bạn có thể đi với tôi Michiko không ?
vi: henry là bạn cũ của tôi .,vsl: henry là bạn cũ tôi .
vi: tôi có thể nói chuyện với Bob không ?,vsl: tôi có thể nói chuyện với Bob không ?
vi: Robert đã rất xấu hổ bởi lời khen của tôi .,vsl: Robert rất xấu hổ bởi lời khen tôi .
vi: bữa ăn tối có món cá hồi .,vsl: bữa ăn tối cá hồi .
vi: Tom sẽ đi ra sân bay vào chiều nay  .,vsl: Tom sẽ đi ra sân bay vào chiều nay  .
vi: ông white thiết lập công việc ngay lập tức .,vsl: ông white thiết lập công việc ngay lập tức .
"vi: con Búp bê Nhật Bản này ở trong tủ kính , do đó bạn sẽ vui lòng cho phép tôi mang cái này ra chứ ?",vsl: con Búp bê Nhật Bản này ở trong tủ kính do đó bạn vui lòng cho phép tôi mang cái này ra ?
vi: sẽ không sao cho bạn nếu giữ hành lí cho tôi khoảng một tuần hoặc tầm đó chứ ?,vsl: sao cho bạn giữ hành lí cho tôi khoảng một tuần hoặc tầm đó không ?
"vi: sau khi lái xe năm tiếng mà không nghỉ , tôi mệt đến chết .",vsl: sau khi lái xe năm tiếng mà nghỉ tôi mệt đến chết không
vi: tôi có thể đọc tiếng anh nhưng không thể nói nó tốt .,vsl: tôi có thể đọc tiếng anh nhưng không thể nói nó tốt .
vi: và tom có thể nói tiếng nhật nhưng khong thể đọc chữ kanji .,vsl: và tom có thể nói tiếng nhật nhưng khong thể đọc chữ kanji .
vi: tôi có thể ngồi cạnh bạn không ?,vsl: tôi có thể ngồi cạnh bạn không ?
vi: Tôi nhận được thư cảm thông từ Jim .,vsl: Tôi nhận được thư cảm thông từ Jim .
vi: Suy nghĩ của bạn nghe có vẻ hơi mâu thuẫn .,vsl: Suy nghĩ bạn nghe có vẻ hơi mâu thuẫn .
"vi: Khi bạn vào phòng khách sạn , hãy chắc chắn khóa chuỗi cửa vào .",vsl: Khi bạn vào phòng khách sạn chắc chắn khóa chuỗi cửa vào .
vi: Hiểu chú .,vsl: Hiểu chú .
vi: Đó là để ngăn chặn vụ cướp và trộm cắp .,vsl: Đó là ngăn chặn vụ cướp và trộm cắp .
vi: chúng tôi có thể chụp ảnh bạn và thu giọng vào băng không ?,vsl: chúng tôi có thể chụp ảnh bạn và thu giọng vào băng không ?
"vi: Bạn không biết câu nói "" Hoa hồng có gai "" sao ?",vsl: Bạn biết câu nói Hoa hồng có gai sao không ?
"vi: nếu chúng ta có cái nhìn sâu rộng về chuyện đó , tôi nghĩ nó sẽ tốt cho chúng ta .",vsl: chúng ta có cái nhìn sâu rộng về chuyện đó tôi nghĩ nó tốt cho chúng ta .
vi: ông của tom gần tám mươi rồi mà vẫn còn khá mạnh mẽ .,vsl: ông tom gần tám mươi rồi mà còn khá mạnh mẽ .
vi: đó là hai giờ mười hai .,vsl: đó là hai giờ mười hai .
vi: anh ấy phải nói gì với bạn ?,vsl: anh phải nói với bạn gì ?
vi: Cô ấy ăn ảnh .,vsl: Cô ăn ảnh .
vi: thế còn người giữ tiền xu thì sao ?,vsl: còn người giữ tiền xu thì sao ?
vi: để tôi xem tôi có thể làm gì ?,vsl: tôi xem tôi có thể làm gì ?
vi: vui lòng hỏi tôi bất cứ câu hỏi nào bạn muốn .,vsl: vui lòng hỏi tôi bất cứ câu hỏi bạn muốn .
vi: Tôi hiểu đó là vì lý do sức khỏe .,vsl: Tôi hiểu đó là lý do sức khỏe .
vi: chúng tôi không thể tìm bất cứ điều gì không ổn về thể lực của bạn .,vsl: chúng tôi không thể tìm bất cứ điều ổn về thể lực bạn không
vi: có một hiệu sách lớn gần văn phòng anh ấy .,vsl: có một hiệu sách lớn gần văn phòng anh .
"vi: vâng , có một cái gọi là bếp của mike .",vsl: vâng có một cái gọi là bếp mike .
vi: tôi sẽ giới thiệu cái đó .,vsl: tôi giới thiệu cái đó .
vi: nó chắc chắn vậy .,vsl: nó .
vi: bây giờ nó chắc khoảng ba mươi lăm độ .,vsl: bây giờ nó khoảng ba mươi lăm độ .
"vi: không , tôi không nghĩ vậy .",vsl: tôi nghĩ không
"vi: vâng , vâng , bạn đã không thay đổi gì cả .",vsl: vâng vâng bạn thay đổi gì
vi: chúng ta hãy ăn vài món khai vị .,vsl: chúng ta ăn vài món khai vị .
vi: đề xuất của anh ấy làm tôi bối rối .,vsl: đề xuất anh làm tôi bối rối .
vi: tôi phản đối mạnh mẽ ý kiến của Fred .,vsl: tôi phản đối mạnh mẽ ý kiến Fred .
vi: tôi có thể để lại lời nhắn không ?,vsl: tôi có thể lời nhắn không ?
"vi: chỉ cần đợi một lát trong khi tập trung , mọi người sẵn sàng chưa ?",vsl: đợi một lát trong khi tập trung người sẵn sàng chưa ?
vi: cười lên .,vsl: cười lên .
vi: dừng nói những điều vô lý .,vsl: dừng nói điều vô lý .
vi: tôi thực sự muốn nói chuyện nghiêm túc với bạn .,vsl: tôi thực sự muốn nói chuyện nghiêm túc với bạn .
vi: thật đẹp làm sao .,vsl: thật đẹp làm sao .
vi: dường như anh ấy sẽ điềm tĩnh với nancy .,vsl: dường như anh điềm tĩnh với nancy .
vi: không có câu hỏi nào về nó .,vsl: có câu hỏi về nó không
"vi: được rồi , chúng ta hãy làm nó .",vsl: được rồi chúng ta làm nó .
vi: cảm ơn bạn rất nhiều về sự ân cần .,vsl: cảm ơn bạn rất nhiều về sự ân cần .
"vi: Tuy nhiên khó khăn bạn có thể thử , bắt đầu ở một công ty mới sẽ vượt quá tầm tay của bạn .",vsl: Tuy nhiên khó khăn bạn có thể thử bắt đầu ở một công ty vượt quá tầm tay bạn .
vi: bạn vui lòng để mắt đến hành lí này một lát không ?,vsl: bạn vui lòng để mắt đến hành lí này một lát không ?
vi: cảm ơn bạn rất nhiều .,vsl: cảm ơn bạn rất nhiều .
vi: tôi cũng vậy .,vsl: tôi cũng .
vi: các bông hoa bắt đầu nở .,vsl: bông hoa bắt đầu nở .
vi: cuốn băng nào dài hơn .,vsl: cuốn băng dài hơn .
vi: bạn vẫn cảm thấy hào hứng chứ ?,vsl: bạn cảm thấy hào hứng ?
vi: chỉ cần thư giãn và nhớ là nó sẽ kết thúc sớm .,vsl: thư giãn và nhớ là nó kết thúc sớm .
vi: jane đã viết thư cho tôi hoãn cuộc hẹn .,vsl: jane viết thư cho tôi hoãn cuộc hẹn .
"vi: xin lỗi , nhưng tôi có thể đi qua hành lang này không ?",vsl: xin lỗi nhưng tôi có thể đi qua hành lang này không ?
"vi: họ càng làm nhiều việc hơn , họ càng được trả tiền nhiều .",vsl: họ càng làm nhiều việc hơn họ càng được trả tiền nhiều .
"vi: bộ phận phòng , làm ơn .",vsl: bộ phận phòng làm ơn .
vi: Tom có đến và tham gia bữa tiệc với chúng ta không ?,vsl: Tom đến tham gia bữa tiệc chúng ta không ?
vi: tôi xin lỗi anh ấy chưa về .,vsl: tôi xin lỗi anh chưa về .
vi: tôi có thể ghi lời nhắn không ?,vsl: tôi có thể ghi lời nhắn không ?
vi: tôi muốn thanh toán bằng thẻ tín dụng .,vsl: tôi muốn thanh toán bằng thẻ tín dụng .
vi: tôi có thể chứ ?,vsl: tôi có thể ?
"vi: chắc chắn , tôi sẽ .",vsl: chắc chắn tôi .
vi: Fred đã yêu cầu tôi đặt trước hai vé đến Vancouver .,vsl: Fred yêu cầu tôi đặt trước hai vé đến Vancouver .
vi: Giá đất đang tăng vọt .,vsl: Giá đất tăng vọt .
vi: Chèn thêm một phần tư vào khe cắm này đầu tiên .,vsl: Chèn thêm một phần tư vào khe cắm này đầu tiên .
vi: tôi nghĩ tất cả những gì chúng ta phải làm bây giờ là giảm chi phí của chúng tôi .,vsl: tôi nghĩ tất cả chúng ta phải làm bây giờ là giảm chi phí chúng tôi gì
vi: bữa ăn sáng sẽ sẵn sằng trước bẩy giờ ba mươi .,vsl: bữa ăn sáng sẵn sằng trước bẩy giờ ba mươi .
vi: ông yamada đã có bằng lái xe ở mỹ .,vsl: ông yamada có bằng lái xe ở mỹ .
vi: tôi sẽ gọi lại cho anh ấy ngày mai .,vsl: tôi gọi cho anh ngày mai .
vi: tôi không giỏi tính toán bằng các con số .,vsl: tôi giỏi tính toán bằng con số không
vi: đi thang cuốn lên và có một nhà vệ sinh ở bên trái .,vsl: đi thang cuốn lên và có một nhà vệ sinh ở bên trái .
vi: tom thường tự hào về sự vô lý đáng kinh ngạc .,vsl: tom thường tự hào về sự vô lý đáng kinh ngạc .
vi: tôi ước làm thế nào tôi có thể nói được hơn hai ngôn ngữ .,vsl: tôi ước làm thế nào tôi có thể nói được hơn hai ngôn ngữ .
"vi: sau khi kết thúc "" cuốn theo chiều gió "" Pat đóng quyển sách với một tiếng thở dài .",vsl: sau khi kết thúc cuốn theo chiều gió Pat đóng quyển sách với một tiếng thở dài .
vi: bạn có chấp nhận yên nhật không ?,vsl: bạn có chấp nhận yên nhật không ?
vi: bạn nên để nước chảy vì nó có thể là bùn .,vsl: bạn nên nước chảy nó có thể là bùn .
vi: vui lòng chỉ cho anh ấy phòng tiếp đón .,vsl: vui lòng cho anh phòng tiếp đón .
vi: thời gian gần đây chúng tôi đã mở một tài khoản của Citibank .,vsl: thời gian gần đây chúng tôi mở một tài khoản Citibank .
vi: khách sạn imperial ở vị trí nào của tokyo ?,vsl: khách sạn imperial ở vị trí tokyo ?
vi: cảm ơn bạn đã đến gặp tôi bằng mọi cách .,vsl: cảm ơn bạn đến gặp tôi bằng cách .
vi: thế thì tôi sẽ dậy trước bẩy giờ một chút .,vsl: tôi dậy trước bẩy giờ một chút .
"vi: vâng , nó trông giống như chúng tôi đã dồn vào làm công việc này vào phút cuối .",vsl: vâng nó trông giống như chúng tôi dồn vào làm công việc này vào phút cuối .
vi: đó không phải là cuốn sách duy nhất ở đây mà tôi chưa đọc .,vsl: đó phải là cuốn sách duy nhất ở đây mà tôi chưa đọc không
vi: dự báo thời tiết cho biết chúng tôi sẽ có một cơn gió bắc mạnh vào buổi tối .,vsl: dự báo thời tiết cho biết chúng tôi có một cơn gió bắc mạnh vào buổi tối .
"vi: chắc chắn , của bạn đây .",vsl: chắc chắn bạn đây .
vi: bạn đã chuẩn bị đến thăm mỹ chưa ?,vsl: bạn chuẩn bị đến thăm mỹ chưa ?
vi: bạn vui lòng quay số mười hai nhé ?,vsl: bạn vui lòng quay số mười hai ?
vi: anh ấy bản tính là người xấu hổ như vậy .,vsl: anh bản tính là người xấu hổ như vậy .
vi: đây là nơi tôi gặp carol lần đầu tiên .,vsl: đây là nơi tôi gặp carol lần đầu tiên .
vi: tại sao sáng nay bạn dậy sớm vậy ?,vsl: tại sao sáng nay bạn dậy sớm ?
vi: là vậy sao ?,vsl: là sao ?
vi: nó sẽ được diễn ra ở đâu ?,vsl: nó được diễn ra ở đâu ?
vi: tại sao bạn không khai báo vụ trộm với cảnh sát ?,vsl: tại sao bạn khai báo vụ trộm với cảnh sát không ?
"vi: vâng , tôi đã làm .",vsl: vâng tôi làm .
"vi: xin chào , martha có ở đó không ?",vsl: xin chào martha có ở đó không ?
vi: tôi e là tôi đã mất thẻ tín dụng của tôi .,vsl: tôi e là tôi mất thẻ tín dụng tôi .
"vi: vâng , thưa ngài .",vsl: vâng ngài .
vi: bạn vui lòng đợi một lát được không ?,vsl: bạn vui lòng đợi một lát được không ?
vi: tôi có một khoảng thời gian thật tuyệt tối nay .,vsl: tôi có một khoảng thời gian thật tuyệt tối nay .
vi: anh ấy đã bay đến San Francisco công tác vào tuần trước .,vsl: anh bay đến San Francisco công tác vào tuần trước .
vi: tôi chưa nhận được bất cứ thông tin nào về việc đó .,vsl: tôi chưa nhận được bất cứ thông tin về việc đó .
"vi: Hãy chắc chắn để tập trung vào dòng chữ này , không phải tôi , xin vui lòng .",vsl: chắc chắn tập trung vào dòng chữ này phải tôi xin vui lòng không
vi: bạn dành khá nhiều thời gian để dùng bữa phải không ?,vsl: bạn dành khá nhiều thời gian dùng bữa phải không ?
vi: bạn vui lòng chụp ảnh cho tôi và bạn của tôi chứ ?,vsl: bạn vui lòng chụp ảnh cho tôi và bạn tôi ?
"vi: bạn thích cái nào hơn , bánh táo hay sô cô la kem ?",vsl: bạn thích cái hơn bánh táo hay sô cô la kem ?
vi: Đó là một việc khó khăn .,vsl: Đó là một việc khó khăn .
vi: Đồng hồ của ông nội trong phòng khách đã không hoạt động trong ba năm .,vsl: Đồng hồ ông nội trong phòng khách hoạt động trong ba năm không .
vi: địa điểm bầu cử ý là sao ?,vsl: địa điểm bầu cử ý là sao ?
"vi: Một khi bạn đã nhìn thấy hoàng hôn ở vịnh Manila , bạn muốn quay trở lại càng nhiều càng tốt .",vsl: Một khi bạn nhìn thấy hoàng hôn ở vịnh Manila bạn muốn quay trở càng nhiều càng tốt .
vi: làm thế nào tôi có thể khóc trong một vở nhạc kịch chứ ?,vsl: làm thế nào tôi có thể khóc trong một vở nhạc kịch ?
